47.51	8.51
50.46	6.06
57.03	9.56
48.5	10.06
47.23	8.03
47.03	7.17
47.19	7.54
56.1	10.13
49.15	10.58
48.49	11.51
57.08	-2.06
5.19	-4.02
32.28	-99.43
24.28	54.25
16.5	-99.55
5.33	0.15
48.38	8.04
52.04	10.36
37	35.19
9.02	38.47
-34.56	138.36
49.24	9.24
12.46	45.01
50.23	6.56
47.19	8.31
50.45	12.53
47.17	8.27
17	7.56
30.3	-9.4
45.59	8.51
52.04	7
51.45	7.55
23	72.4
53.41	10.15
48.28	11.08
48.38	9.16
46.19	6.58
51.51	12.03
41.05	81.31
65.41	-18.04
20.09	92.55
30.59	31.1
31.34	-84.09
42.39	-73.45
48.15	9.01
35.05	-106.39
36.14	37.1
31.13	29.55
31.18	-92.27
38.48	-77.03
51.59	9.5
36.47	3.03
50.3	8.11
40.36	-75.28
48.41	15.19
47.33	7.32
51.24	11.23
25.26	49.37
48.2	8.25
50.53	6.1
50.45	9.16
51.42	11.4
49.23	11.21
51.18	7.4
51.48	10.27
50.46	13.46
50.59	12.27
49.27	7.19
48.35	8.36
53.41	13.15
48.04	13.02
52.34	13.44
40.31	-78.24
48.14	12.41
47.23	9.32
50.05	9.04
49.45	8.07
38.45	-9.13
35.12	-101.5
-1.18	-78.39
48.04	10.41
31.57	35.56
50.02	8.16
49.39	9.13
47.32	9.18
52.23	4.54
48.07	14.52
33.5	-117.55
61.13	-149.53
50.26	7.24
42.3	1.3
15.09	120.33
53.02	14
39.56	32.52
53.52	13.42
42.17	-83.45
36.55	7.47
50.34	13
51.44	13.02
38.59	-76.3
49.12	7.58
49.17	10.34
48.12	14.17
-18.52	47.3
-23.39	-70.24
-19.51	47.01
-12.25	49.2
51.13	4.25
52.13	5.57
-13.5	-171.44
51.01	11.3
47.31	9.26
52.52	11.29
-16.24	-71.33
36.52	10.12
-18.3	-70.2
38.53	-77.07
52.4	12
54.38	9.55
51.23	8.04
50.5	10.57
49.24	12.44
51.22	11.18
-3.23	36.4
50.04	12.12
49.58	9.09
51.45	11.28
46.09	8.46
35.36	-82.33
15.2	38.58
48.54	9.07
27.14	31.07
50.36	8.28
26.48	-11.41
-25.16	-57.4
17.42	34
37.58	23.43
33.45	-84.24
39.22	-74.26
51.07	7.54
48	13.43
49.33	10.04
46.29	6.24
-36.51	174.45
50.35	12.42
50.31	12.24
49.42	11.38
48.22	10.53
33.28	-81.58
50.49	13.06
47.57	9.38
50.42	11.56
53.28	7.29
30.16	-97.45
46.53	7.03
47.12	8.31
49.58	8.57
32.32	44.25
50.04	7.46
48.57	9.26
10.38	122.58
47.52	12
51.22	9.01
47.36	13.47
52.19	7.1
49.07	7.59
50.54	11.17
51.03	8.24
50.03	11.4
53.05	10.35
51.12	11.35
50.41	11.16
53.55	9.53
50.31	7.16
50.18	9.45
48.04	9.37
50.18	8.16
50.16	10.48
54.06	11.54
51.44	9.01
51.36	12.35
49.28	8.1
51.18	12.04
48.01	8.32
50.17	12.14
50.2	7.43
52.52	9.42
51.21	11.06
52.47	14.02
49.13	9.12
51.52	10.02
50.51	13.57
48.27	8.14
51.49	10.14
48.02	14.12
51.53	10.34
48.48	8.26
50.52	9.42
50.13	8.37
50.38	7.14
50.31	7.19
52.09	8.03
47.43	13.37
51.38	9.27
50.12	10.05
49.45	9.01
50.18	10.29
51.08	11.43
50.56	12.01
49.5	7.52
50.56	8.24
51.06	10.39
51.23	11.51
51.09	12.38
51.39	10.28
48.32	14.18
50.49	10.22
51.31	13.24
48.46	8.44
51.47	8.49
50.39	7.57
49.3	9.46
52.12	9.28
49.49	7.51
50.33	6.46
51.33	14.43
50.22	8.45
52.2	9.22
50.33	7.06
50.2	10.13
52.12	8.48
53.49	10.23
50.13	9.21
51.59	9.15
46.41	15.59
49.14	9.06
47.44	12.53
50.2	10.47
51.36	10.33
47.33	7.57
52.03	10
52.05	8.46
50.49	10.14
46.57	14.47
48.01	9.3
50.55	14.09
51.41	12.44
48.01	9.39
50.08	8.04
53.55	10.42
53.56	10.19
49.48	7.39
50.08	8.3
50.17	9.22
51.17	9.59
50.06	10.59
51.05	11.36
54.08	12.4
48.42	8.41
51.09	10.5
47.46	11.34
48.3	9.24
50.11	8.45
47.58	16.12
47.55	9.46
48.45	8.33
51.07	9.07
52.57	11.57
49.14	9.1
49.3	10.25
48.01	10.36
51.31	8.42
47.54	9.54
53.1	8.01
47.28	8.18
48.01	16.14
48.45	8.15
50.54	6.11
33.21	44.25
-38.45	-62.15
48.58	11.45
35.22	-119.01
31.28	54.54
40.23	49.51
48.17	8.51
51.43	11.14
39.17	-76.37
51.2	7.52
12.4	-7.59
49.52	10.52
4.56	114.58
-6.57	107.34
12.58	77.35
13.45	100.31
44.48	-68.46
4.23	18.37
13.28	-16.39
51.58	11.53
41.23	2.11
10.08	-64.43
53.44	10.16
41.07	16.52
53.47	9.46
49.49	12.26
47.02	15.51
51.59	9.07
10.03	-69.18
10.59	-74.48
38.4	-9.05
52.18	9.27
54.22	12.44
52.03	13.3
47.34	7.36
30.3	47.5
16.46	94.45
17.17	-62.43
52.51	8.44
1.51	9.46
30.27	-91.11
51.01	8.39
49.37	7.2
49.59	10.51
51.15	9.25
51.11	14.26
49.57	11.35
30.05	-94.06
50.58	9.48
51.45	8.03
51.46	6.11
52.14	12.58
49.34	8.58
31.15	34.47
52.1	14.15
39.56	116.24
49.02	11.28
49.02	9.19
-19.49	34.52
33.53	35.3
-1.27	-48.29
54.36	-5.56
51.12	14.34
17.3	-88.12
46.12	9.01
17.13	-88.48
-19.54	-43.54
52.08	12.36
50.26	7.34
32.07	20.04
51.4	10.43
49.41	8.37
44.5	20.3
10.28	45.02
49.06	11.27
50.45	12.1
52.53	10.58
60.23	5.2
54.25	13.26
51.25	6.41
50.59	7.08
51.38	7.38
51.02	7.39
51.03	10.23
52.31	13.24
46.55	7.28
52.4	13.35
51.48	11.44
47	15.31
49.55	7.04
50.46	12.4
51.03	14.51
52.33	7.56
48.59	9.08
40.37	-75.23
50.47	7.53
49.41	11.25
51.4	9.22
49.2	7.16
48.06	9.48
50.55	8.32
46.27	8.12
52.02	8.32
52.46	13.38
48.58	9.08
43.15	-2.56
51.53	9.02
45.47	-108.3
30.24	-88.53
49.58	7.54
42.06	-75.55
47.32	7.34
49.39	7.11
33.31	-86.49
52.29	-1.53
47.33	7.37
50.24	10.01
47.25	13.13
51.07	14.11
46.48	-100.47
52.4	11.34
11.52	-15.39
49.58	6.32
51.37	12.19
37.18	9.52
51.47	10.57
50.51	11.21
-15.46	35
48.24	9.47
53.18	10.44
46.35	14.48
51.26	10.35
36.3	2.5
49.14	7.15
51.07	7.43
47.09	9.49
47.5	8.32
32.05	34.52
7.58	-11.45
48.16	10.5
48.41	9.01
11.11	-4.18
51.5	6.36
51.29	7.13
52.01	10.08
51.58	9.31
4.36	-74.05
48.55	12.41
51.11	12.52
43.37	-116.12
53.23	10.43
44.3	11.2
18.58	72.5
50.44	7.06
47.5	9.06
49.02	9.06
48.51	10.21
50.05	7.42
57.44	12.55
44.5	0.34
51.34	9.15
52.06	8.18
51.03	9.17
51.51	6.52
53.35	6.4
50.52	12.54
51.04	7.05
42.21	-71.03
51.31	6.55
46.57	6.5
40.01	-105.17
50.43	1.37
45.56	7.13
49.29	9.38
46.31	11.22
49.05	9.04
53.48	-1.45
41.32	-8.26
45.17	27.58
53	8.24
51.43	9.11
52.27	7.21
52.24	12.3
50.52	13.2
51.2	12.36
-15.47	-47.55
48.1	17.1
50.17	7.4
48.16	13.02
50.31	8.24
51.44	10.37
47.56	8.27
51.18	11.54
52.16	10.32
-4.14	15.14
51.16	7.28
54.37	8.59
47.3	9.46
51.33	12.13
48.02	7.35
53.05	8.5
53.33	8.35
53.29	9.08
46.59	7.27
51.05	17
49.02	8.42
49.48	9.04
41.11	-73.11
13.06	-59.37
46.19	7.59
51.24	8.35
-27.3	153.01
51.27	-2.35
49.13	16.4
53.16	18
50.5	10.26
25.54	-97.3
50.11	8.55
49.08	8.35
52.12	12.46
48.01	16.46
47.25	15.17
53.44	11.43
47.29	8.12
51.13	3.14
51.16	6.41
53.54	9.09
50.5	4.2
53.24	14.08
7.42	-5
7.08	-73.1
47.44	9.54
53.2	9.52
48.02	10.44
47.1	9.28
52.16	9.03
51.46	13.54
47.3	19.05
54.19	9.41
50.18	9.07
-34.36	-58.27
42.53	-78.52
47.37	8.28
-3.22	29.19
44.26	26.06
-2.3	28.5
47.31	8.32
-20.1	28.43
46.37	7.04
52.12	8.35
26.2	43.59
51.59	7.02
47.08	7.22
51.25	12
53.3	13.19
42.3	27.29
48.26	10.24
49.27	10.19
52.04	10.33
47.03	7.37
50.57	11.45
48.26	11.4
50.08	11.15
49.12	12.02
50.55	12.49
52.3	9.52
48.17	9.07
44.29	-73.13
40.12	29.04
51.06	7.07
49.39	8.28
-2.35	29.44
46	-112.32
51.04	11.21
51.07	11.25
50.26	8.41
53.51	11.59
53.27	9.42
8.29	124.4
51.45	13.56
52.39	11.24
22.32	88.22
51.03	-114.05
3.27	-76.31
-12.05	-77.08
14.38	120.58
48.43	8.44
11.54	109.14
21.25	-77.55
51.03	11.42
39.57	-75.07
-35.2	149.1
40.48	-81.23
19.47	-72.17
10.3	-66.55
51.29	-3.1
46.11	6.08
10.24	-75.33
33.36	-7.37
42.51	-106.19
46	8.57
14.01	-60.59
51.33	7.19
37.31	15.04
4.56	-52.2
10.17	123.56
41.58	-91.4
52.37	10.05
49.14	12.4
47.11	8.28
40.07	-88.15
35.31	24.01
50	36.15
50.25	4.27
32.47	-79.56
38.21	-81.38
35.13	-80.51
38.02	-78.3
46.32	6.54
35.03	-85.19
50.5	12.55
30.37	104.06
41.08	-104.49
18.48	98.59
23.09	120.11
41.52	-87.38
-6.47	-79.47
28.38	-106.05
-36.37	-72.1
-9.04	-78.34
-12.31	27.53
22.2	91.48
-18	31.06
13.15	-87.1
13.24	100.59
41.5	129.55
29.3	106.35
48.02	114.32
-43.35	172.36
24.55	121.08
46.51	9.3
39.06	-84.31
39.34	-83.02
8.22	-62.37
31.42	-106.29
36.32	-87.21
51.48	10.2
41.3	-81.42
51.13	10.56
52.51	8.02
50.16	10.58
-17.24	-66.09
50.08	7.09
51.53	11.25
51.56	7.09
40.12	-8.25
51.08	12.49
6.56	79.51
9.21	-79.54
38.5	-104.49
38.57	-92.2
34	-81.02
32.28	-84.59
39.58	-83
9.31	-13.43
-36.5	-73.03
-23.22	-57.26
43.12	-71.32
36.22	6.4
46.14	7.18
46.17	7.2
-31.24	-64.11
51.54	-8.28
18.23	-88.23
27.48	-97.24
46.37	6.31
51.53	12.27
51.08	13.35
6.24	2.31
51.46	14.2
49.09	10.05
44.18	23.47
49.28	10.02
49.51	11.37
51.03	10.15
50.49	12.23
53.35	11.39
7.55	-72.31
46.57	7.01
-2.54	-79
46.29	6.44
-25.25	-49.15
53.53	8.42
-13.32	-71.57
16.04	108.14
48.16	11.26
23.5	-15.33
51.22	13
51.52	13.26
49.09	7.47
14.4	-17.26
32.47	-96.48
6.56	-6.28
33.3	36.18
26.25	50.06
52.31	8.12
41.24	-73.28
16.59	-88.13
53.09	8.59
54.2	18.4
46.29	109.24
51.58	10.5
-6.48	39.17
53.54	12.51
49.52	8.39
51.48	9.41
53.55	10.59
51.4	7.23
50.12	6.5
7.04	125.36
8.26	-82.26
46.49	9.5
39.46	-84.12
29.13	-81.01
47.3	21.37
48.5	12.58
6.52	79.52
49.25	8.11
35.2	40.05
51.46	8.34
47.22	7.2
51.32	12.21
53.03	8.37
53.54	13.02
52.04	4.19
39.45	-104.59
51.52	10.54
41.35	-93.37
51.05	12.15
51.56	8.53
42.2	-83.03
49.48	10.11
48.18	16.34
46.49	15.13
23.43	90.25
32.14	76.18
49.54	8.51
51.28	8.58
52.36	8.22
50.33	7.4
47.42	8.45
48.13	10.04
48.57	10.56
47.25	8.24
50.01	8.47
50.22	8.01
49.32	5.53
50.44	8.17
49.21	6.44
48.34	10.29
51.19	10.19
48.38	12.3
49.04	10.19
52.39	8.07
51.34	6.44
50.53	13.4
52.07	8.12
48.5	9.04
33.52	10.51
51.07	13.07
51.37	13.34
51.37	14.36
-6.1	35.4
25.15	51.36
50.57	13.52
53.08	11.15
51.39	12.53
47.57	8.3
48.42	10.48
47.22	15.04
48	37.48
48.41	9.49
47.46	12.12
51.06	6.5
47.25	9.44
51.01	11.4
48.21	8.3
48.27	8.3
51.4	6.58
51.31	7.27
4.04	9.43
59.45	10.15
51.3	9.46
51.39	14.13
50	8.42
51.48	7.45
51.03	13.45
51.01	7.46
48.52	15.38
11.3	45.05
21.3	39.1
25.14	55.17
47.24	8.37
53.2	-6.15
51.31	10.16
49.28	6.05
51.26	6.45
51.5	7.16
46.47	-92.06
-45.52	170.3
-29.53	31
50.47	6.28
36	-78.55
48.23	15.31
41.18	19.28
51.13	6.46
51.17	10.44
47.52	16.22
49.18	9.49
49.47	11.11
50.05	10.48
51.14	13.39
48.43	9.32
48.05	11.58
52.5	13.5
47.05	8.2
47.57	16.24
46.38	6.38
51.07	11.33
54.28	9.5
49.18	8.07
55.57	-3.12
53.33	-113.28
46.18	100.35
48.19	14.01
51.57	11.26
48.38	15.49
48.24	12.46
53.41	14.05
47.34	8.33
48.28	8.57
50.39	12.57
49.44	10
50.31	12.36
48.38	12.06
51.28	12.37
51.49	9.52
51.26	5.3
47.07	8.45
50.59	10.19
49.34	8.04
50.58	11.54
47.32	14.53
52.09	14.39
47.51	16.31
50.25	10.55
52.09	11.13
48.42	9.42
27.1	-13.11
31.46	-106.29
51.46	10.48
47.3	8.52
40.4	-74.13
49.04	10.58
51.35	10.39
47.59	9.56
31.03	31.23
42.06	-76.48
53.45	9.39
13.11	30.1
53.14	8.28
56.03	12.38
51.33	13.09
51.27	13.32
51.13	14.09
50.35	12.52
49.58	10.4
50.02	8.07
48.11	8.04
52.35	9.45
53.22	7.13
47.05	8.18
48.08	7.51
51.5	6.15
52.11	7.32
-27.2	-55.5
48.15	8.5
50.58	7.27
47.51	8.46
52.08	8.34
51.18	7.21
51.5	8.01
48.12	14.28
52.13	6.55
0.04	32.27
49.24	8.38
49.08	8.55
50.08	8.24
48.2	9.53
50.01	8.05
49.5	12.03
48.18	11.56
50.49	6.46
50.59	11.02
42.07	-80.05
51.05	6.19
52.25	13.45
51.13	6.54
47.02	7.06
49.35	11
49.48	9.1
51.37	8.21
55.28	8.28
49.32	6
50.08	8.33
49.45	11.49
51.41	9.38
51.11	10.04
50.34	6.44
14.18	-90.47
53.39	7.36
0.56	-79.4
52.23	8.37
60.1	24.42
51.27	7.01
48.45	9.18
46.51	6.51
48.15	7.49
48.57	8.24
44.03	-123.05
50.4	6.47
54.08	10.37
37.58	-87.34
64.51	-147.43
31.25	73.09
51.51	13.34
52.34	13.05
51.41	11.16
50.29	12.22
46.52	-96.47
35.03	-78.53
54.28	11.08
46.56	16
48	13.11
47.14	9.36
46.43	14.06
48.48	9.17
51.08	9.25
46.32	14.18
-25.19	-57.36
34.05	-5
49.1	10.2
-21.27	47.05
48.4	9.13
51.38	13.43
48.07	16.36
50.31	10.1
54.47	9.26
43.01	-83.42
50.52	13.04
43.46	11.15
48.15	16.24
50.01	8.26
48.5	11.41
49.17	9.34
51.44	14.38
26.07	-80.08
35.23	-94.25
41.04	-85.08
32.45	-97.2
-3.45	-38.35
14.36	-61.05
-21.07	27.32
51.06	8.56
50.55	13.02
51.04	8.48
49.32	8.21
52.21	14.33
50.07	8.41
54.11	12.53
47.33	8.54
47.5	16.55
50.48	13.33
50.55	6.49
26.3	-78.42
8.29	-13.13
50.55	13.22
48.56	9.12
46.48	7.09
48	7.51
47.12	8.45
47.51	12.59
49.31	8.13
48.24	11.44
48.3	14.3
51.01	13.39
52.29	7.33
36.44	-119.47
49.45	9.2
50.54	7.52
48.26	8.25
51.12	11.46
49.12	11.2
48.48	13.33
48.01	8.56
48.21	10.59
50.21	8.46
47.26	16.03
52.06	14.16
53.41	13.33
50.52	10.34
51.29	9.2
47.39	9.29
54.22	9.05
49.19	7.06
47.1	15.2
52.44	12.35
53.01	7.51
51.08	9.17
51.03	12.33
47.16	15.19
51.28	7.46
26.07	-80.08
35.23	-94.25
41.04	-85.08
32.45	-97.2
33.39	130.21
50.33	9.4
-8.3	179.12
40.08	-7.3
52.18	10.2
52.09	14.4
47.03	16.05
48.11	11.15
52.22	14.04
49.28	10.58
49.19	12.5
48.03	8.12
47.34	10.42
-24.45	25.55
53.42	11.07
48.48	8.2
49	9.46
29.4	-82.2
45.27	28.02
6.01	80.13
48.21	14.25
29.18	-94.48
53.16	-9.03
48.15	9.13
48.21	16.44
16.19	0.09
52.25	9.36
48.08	12.36
52.32	11.22
54.2	8.47
32.54	-96.38
47.3	11.05
53.12	14.23
41.36	-87.2
54.19	13.21
37.06	37.23
49.58	8.02
51.07	10.56
50.26	9.12
-38.1	144.26
53.26	10.22
50.19	11.12
50.06	11.45
53.02	8.46
50.39	11
50.58	6.07
50.43	9.58
48.5	12.23
48.41	11.37
49.59	7.58
50.46	13.47
48.14	9.24
48.57	10.25
48.37	9.51
51.03	12.43
51.31	6.2
50.12	9.11
51.31	7.03
50.22	8.25
50.03	9.42
46.12	6.1
48.24	8.01
51.02	3.42
52.24	12.1
44.24	8.56
6.46	-58.1
52.12	8.03
50.52	12.04
48.58	9.55
48.47	15.4
47.46	16.04
51.38	11.37
47.52	11.28
51.05	12.55
48.48	9.04
48.08	11.22
49.13	8.22
-26.15	28.1
51.44	11.08
48.46	8.2
49.46	8.3
50.13	6.4
49.54	10.21
50.27	9.57
48.25	10.53
51.57	7.01
51.39	8.31
51.19	7.2
50.38	12.56
48.31	15.29
36.06	-5.21
48.37	10.15
50.35	8.39
52.29	10.33
30.01	31.1
51.34	6.58
50.46	8.34
46.26	6.16
55.51	-4.16
50.51	13.47
50.49	12.32
47.06	15.43
54.13	10.16
47.4	15.56
54.5	9.33
53.47	9.25
47.13	12
46.54	13.31
47.51	13.57
53.58	12.43
51.4	6.1
57.43	11.58
-27.59	153.22
53.35	12.05
50.01	11.41
51.58	13.36
52.04	11.5
48.42	9.4
46.11	8.51
56.2	44
51.13	13.04
51.54	10.26
47.18	8.45
50.54	12.26
50.57	10.43
51.32	9.56
54.03	13.04
48.51	13.24
49.39	11.15
51.44	12.27
50.32	11.18
49.43	11.54
48.03	11.58
11.58	-85.59
47.55	-97.03
42.58	-85.4
46.49	6.38
53.01	13.09
47.04	15.27
47.3	-111.17
50.45	9.28
51.27	9.25
49.03	11.22
44.31	-88.01
36.04	-79.47
34.51	-82.24
47.22	8.4
54.06	13.23
48.13	14.51
50.39	12.12
47.11	7.23
51.13	10.57
52.06	7.37
51.05	6.35
53.52	11.11
49.52	8.35
48.14	13.5
51.14	12.43
54.06	13.03
51.41	11.52
51.13	14.37
51.04	13.25
52.05	9.47
52.12	7.02
53.13	6.34
51.56	11.13
51.16	9.47
49.48	8.5
49	9.18
50.35	11.02
51.15	10.5
51.17	13.33
48.12	16.33
49.55	8.3
48.34	14.57
51.35	14
50.53	13.5
48.47	15.24
49.52	8.56
50.36	8.57
51.22	14.29
47.17	8.45
49.36	9.45
49.34	8.1
46.35	7.05
20.4	-103.2
23.07	113.15
19.59	-75.1
14.38	-90.31
-2.1	-79.5
51.57	14.43
51.11	9.22
49.04	8.6
32.06	74.11
30.22	-89.05
51.02	7.33
48.33	10.22
49.17	9.1
51.39	10.59
